0.00075	0.00185	0.00145	1.086e-13	1.6922	2.6376e-11	0.90245	4.1024e-12	0.0079	0.0079
0.00115	0.00235	0.00155	1.2428e-13	1.5768	3.0274e-11	0.91955	4.2152e-12	0.0079	0.0079
0.00145	0.0039	0.00265	5.1801e-13	1.4432	1.259e-10	0.9937	4.6281e-12	0.0079	0.0079
0.00095	0.0013	0.00065	2.2144e-14	1.5203	1.4511e-11	0.88722	3.4009e-12	0.0079	0.0019
0.0009	0.0026	0.00195	1.534e-13	1.5745	3.7242e-11	0.91711	5.2743e-12	0.0019	0.0079
0.00155	0.00355	0.00255	1.1482e-13	1.2904	2.788e-11	0.86745	5.2099e-12	0.0079	0.0079
0.00115	0.00315	0.00225	5.4322e-13	1.4607	1.3196e-10	0.99289	5.1553e-12	0.0079	0.0079
0.0007	0.0022	0.0017	7.5368e-14	1.6195	1.8323e-11	0.85081	3.6872e-12	0.0079	0.0079
0.00185	0.0039	0.0028	6.059e-14	1.1663	1.4761e-11	0.70042	4.9009e-12	0.0079	0.0079
0.00105	0.0027	0.00195	9.2528e-14	1.6563	2.2521e-11	0.8447	4.6495e-12	0.0079	0.0079
0.0013	0.00175	0.0007	7.1833e-14	1.8554	1.7444e-11	0.74433	5.0993e-12	0.0079	0.0079
0.0014	0.0031	0.00185	4.3899e-13	1.5477	1.0673e-10	0.97084	8.5872e-12	0.0079	0.0079
0.0014	0.00365	0.00245	1.6493e-13	1.4668	4.0083e-11	0.94731	4.416e-12	0.0079	0.0079
0.00115	0.00125	0.00045	4.9889e-14	1.8948	1.2182e-11	0.5697	5.7259e-12	0.0079	0.0079
0.001	0.00345	0.0027	2.2511e-13	1.5016	5.476e-11	0.95911	5.2655e-12	0.0079	0.0079
0.00095	0.00305	0.0027	6.4884e-14	1.3301	1.5836e-11	0.77578	4.1969e-12	0.0079	0.0079
0.0024	0.0032	0.00125	1.3022e-13	1.391	3.1656e-11	0.86273	6.0453e-12	0.0079	0.0079
0.00125	0.0024	0.00145	8.3683e-14	1.4329	2.032e-11	0.89076	3.378e-12	0.0079	0.0079
0.00185	0.005	0.00335	1.4206e-13	1.2962	3.439e-11	0.89177	5.6855e-12	0.0079	0.0079
0.00095	0.00395	0.00335	1.2234e-13	1.2403	2.9739e-11	0.83248	6.449e-12	0.0079	0.0079
0.00065	0.00265	0.0022	9.1255e-14	1.5838	2.2196e-11	0.8253	4.9483e-12	0.0079	0.0079
0.00085	0.0012	0.00075	7.6416e-14	1.9681	1.8652e-11	0.70636	6.0901e-12	0.0079	0.0079
0.001	0.0035	0.0027	9.4945e-14	1.4862	2.3051e-11	0.94211	2.6731e-12	0.0079	0.0079
0.0008	0.00225	0.00175	1.4928e-13	1.6694	3.6285e-11	0.9074	5.4755e-12	0.0079	0.0079
0.0029	0.0038	0.00125	1.0254e-13	1.4024	2.4944e-11	0.88292	4.322e-12	0.0079	0.0079
0.00075	0.00345	0.003	1.0116e-13	1.4243	2.4599e-11	0.90829	3.6915e-12	0.0079	0.0079
0.0027	0.00465	0.0025	2.6934e-13	1.2716	6.5402e-11	0.81226	1.5303e-11	0.0079	0.0079
0.0008	0.0026	0.0021	1.1044e-13	1.5769	2.6879e-11	0.8989	4.2688e-12	0.0079	0.0079
