0.0009	0.0017	0.0011	4.2315e-13	1.9474	9.4244e-11	0.84935	1.8618e-11	0.0089	0.0089
0.0015	0.00355	0.00225	1.153e-13	1.5455	2.5696e-11	0.90767	3.7769e-12	0.0089	0.0089
0.0012	0.00335	0.0023	3.8632e-13	1.5629	8.6011e-11	0.96416	7.5239e-12	0.0089	0.0089
0.0012	0.00295	0.0019	1.7639e-13	1.5254	3.929e-11	0.89794	6.1217e-12	0.0089	0.0089
0.00095	0.0022	0.00155	2.0429e-13	1.753	4.8725e-11	0.85433	9.7382e-12	0.0089	0.0073
0.00085	0.00295	0.00235	9.4834e-14	1.5888	2.1093e-11	0.86379	3.9111e-12	0.0073	0.0089
0.00095	0.00245	0.00175	1.4117e-13	1.6121	3.1455e-11	0.83379	6.6207e-12	0.0089	0.0089
0.0013	0.00345	0.0024	1.9379e-13	1.4921	4.3086e-11	0.9753	3.1019e-12	0.0089	0.0089
0.00165	0.00275	0.0013	1.4982e-13	1.5691	3.3374e-11	0.92151	4.471e-12	0.0089	0.0089
0.0008	0.0025	0.0019	2.2132e-13	1.7067	4.9298e-11	0.91819	6.7611e-12	0.0089	0.0089
0.0011	0.004	0.00315	8.7744e-14	1.4736	1.9598e-11	0.85335	3.8061e-12	0.0089	0.0089
0.00115	0.0038	0.00285	6.2929e-13	1.5018	1.4003e-10	0.99204	5.6511e-12	0.0089	0.0089
0.0007	0.0018	0.00135	3.1334e-13	1.7014	6.974e-11	0.93533	8.3853e-12	0.0089	0.0089
0.0009	0.00295	0.0023	1.4103e-13	1.4954	3.1412e-11	0.93945	3.6424e-12	0.0089	0.0089
0.0008	0.00145	0.001	1.3746e-13	2.0674	3.0604e-11	0.77968	7.8133e-12	0.0089	0.0089
0.001	0.0017	0.00095	9.9069e-14	1.7089	2.202e-11	0.84499	4.4301e-12	0.0089	0.0089
0.00075	0.00205	0.00155	2.2653e-13	1.8355	5.0446e-11	0.86632	9.2458e-12	0.0089	0.0089
0.0013	0.00385	0.0028	6.1168e-13	1.4548	1.361e-10	0.99399	4.7653e-12	0.0089	0.0089
0.00085	0.0022	0.0017	7.5849e-14	1.711	1.6966e-11	0.78019	4.3243e-12	0.0089	0.0089
0.00205	0.00315	0.0014	1.1397e-13	1.4669	2.5337e-11	0.86103	4.7573e-12	0.0089	0.0089
0.0008	0.0014	0.001	8.3999e-14	1.6894	1.8716e-11	0.85481	3.6118e-12	0.0089	0.0089
0.0008	0.0018	0.00125	1.1414e-13	1.6701	2.5411e-11	0.87931	4.3752e-12	0.0089	0.0089
0.00125	0.00365	0.0026	4.4097e-13	1.5384	9.8194e-11	0.97283	7.4281e-12	0.0089	0.0089
0.0018	0.0047	0.00315	1.3688e-13	1.3461	3.0484e-11	0.92733	3.9108e-12	0.0089	0.0089
0.0015	0.003	0.0018	1.087e-13	1.543	2.4208e-11	0.93931	2.8106e-12	0.0089	0.0089
0.0007	0.00215	0.0016	1.43e-13	1.801	3.1868e-11	0.83581	6.6543e-12	0.0089	0.0089
