0.00145	0.0047	0.0036	1.7484e-13	1.7655	1.6188e-11	0.86232	2.9034e-12	0.02185	0.02185
0.0011	0.0029	0.0021	3.2875e-14	1.748	3.0457e-12	0.51031	1.5677e-12	0.02185	0.02185
0.00155	0.0013	0.00035	7.2989e-15	1.9138	5.3621e-12	-Inf	5.6652e-13	0.02185	0.00195
0.0026	0.0091	0.00695	5.3434e-14	1.4844	4.9546e-12	0.80782	1.1042e-12	0.02185	0.02185
0.00105	0.0004	0.00015	-1.0992e-14	2.1937	1.0233e-12	-0.12136	2.6316e-12	0.02185	0.02185
0.00195	0.0094	0.0079	1.1748e-13	1.2289	1.0875e-11	0.85331	2.0296e-12	0.02185	0.02185
0.001	0.00645	0.0052	5.7122e-14	1.5399	5.7464e-12	0.5262	2.9125e-12	0.02185	0.01725
0.0012	0.00285	0.0022	4.0458e-14	1.9547	3.7458e-12	0.51926	1.883e-12	0.02185	0.02185
0.0018	0.0048	0.0034	9.5409e-14	1.6094	8.8395e-12	0.8733	1.5062e-12	0.02185	0.02185
0.00255	0.00515	0.003	1.2308e-13	1.8243	1.1399e-11	0.79622	2.6455e-12	0.02185	0.02185
0.0009	0.0043	0.00375	4.7619e-14	1.6981	4.4147e-12	0.54409	2.0794e-12	0.02185	0.02185
0.00265	0.007	0.0048	1.2833e-13	1.494	1.1884e-11	0.93749	1.3474e-12	0.02185	0.02185
0.0021	0.00995	0.00845	1.1135e-13	1.4485	1.0301e-11	0.88912	1.6196e-12	0.02185	0.02185
