0.00665	0.00945	0.00345	7.8378e-14	1.3801	7.2563e-12	0.89164	1.1254e-12	0.02185	0.02185
0.00265	0.00605	0.0037	1.7132e-13	1.6843	1.5865e-11	0.87999	2.6155e-12	0.02185	0.02185
0.00355	0.0093	0.0061	7.8409e-14	1.4755	7.2662e-12	0.89392	1.1128e-12	0.02185	0.02185
0.0041	0.0088	0.0052	2.3739e-13	1.4757	2.1985e-11	0.96425	1.8453e-12	0.02185	0.02185
0.00395	0.01085	0.00735	1.1111e-13	1.3795	1.0392e-11	0.92946	1.2631e-12	0.02185	0.0211
0.00105	0.0006	0.00035	1.5071e-14	3.1833	1.5467e-12	0.30475	1.5262e-12	0.02185	0.0166
0.00265	0.00925	0.00725	1.4235e-13	1.4952	1.3184e-11	0.93473	1.5308e-12	0.0166	0.02185
0.0053	0.011	0.00625	1.5098e-13	1.4403	1.3973e-11	0.94462	1.4827e-12	0.02185	0.02185
0.00125	0.00665	0.0057	6.1386e-14	1.5154	5.6818e-12	0.84189	1.1124e-12	0.02185	0.02185
0.0052	0.00975	0.00545	8.4585e-14	1.4524	7.828e-12	0.90029	1.156e-12	0.02185	0.02185
0.00245	0.00635	0.0043	8.0666e-14	1.5418	7.4687e-12	0.89721	1.1228e-12	0.02185	0.02185
0.0053	0.00985	0.00525	8.7401e-14	1.4549	8.0939e-12	0.88458	1.3034e-12	0.02185	0.02185
0.00465	0.0086	0.0044	6.9839e-14	1.4108	6.4684e-12	0.89162	1.0033e-12	0.02185	0.02185
0.00515	0.0097	0.00495	7.1587e-14	1.3808	6.6254e-12	0.84216	1.2957e-12	0.02185	0.02185
0.00425	0.0107	0.00705	8.419e-14	1.4164	7.7941e-12	0.89549	1.1832e-12	0.02185	0.02185
0.00155	0.01205	0.0112	7.5582e-14	1.2938	6.9899e-12	0.79448	1.6319e-12	0.02185	0.02185
0.00385	0.00875	0.00555	6.1699e-14	1.4235	5.7065e-12	0.83664	1.1411e-12	0.02185	0.02185
0.00125	0.0053	0.0044	4.7542e-14	1.7323	4.4007e-12	0.65885	1.5347e-12	0.02185	0.02185
0.0036	0.0083	0.00525	7.0705e-14	1.5053	6.5498e-12	0.88972	1.0265e-12	0.02185	0.02185
0.0025	0.00535	0.0035	7.158e-14	1.6631	6.6228e-12	0.76212	1.7184e-12	0.02185	0.02185
0.0013	0.00595	0.0051	6.4012e-14	1.5612	5.9293e-12	0.82549	1.2382e-12	0.02185	0.02185
0.0016	0.00575	0.00455	7.4441e-14	1.6543	6.8921e-12	0.80682	1.5414e-12	0.02185	0.02185
0.00455	0.0114	0.0074	8.4785e-14	1.4261	7.8467e-12	0.86346	1.4001e-12	0.02185	0.02185
0.0019	0.0051	0.0036	2.045e-13	1.6941	1.8935e-11	0.90275	2.7558e-12	0.02185	0.02185
0.00195	0.00625	0.00475	2.0846e-13	1.5736	1.9302e-11	0.96367	1.634e-12	0.02185	0.02185
0.00395	0.004	0.00125	2.5266e-14	1.4044	5.7438e-12	0.93614	9.5837e-13	0.02185	0.00525
0.00115	0.00435	0.00365	5.2416e-14	1.5849	4.8563e-12	0.75488	1.2887e-12	0.02185	0.02185
0.0012	0.003	0.0022	6.7393e-14	1.9468	6.2461e-12	0.61948	2.4176e-12	0.02185	0.02185
0.0022	0.00525	0.0033	8.5484e-14	1.7724	7.9177e-12	0.77536	1.9697e-12	0.02185	0.02185
0.00375	0.01175	0.0085	1.2662e-13	1.3748	1.1714e-11	0.93549	1.3515e-12	0.02185	0.02185
0.00535	0.01125	0.00645	1.2176e-13	1.388	1.1272e-11	0.92559	1.408e-12	0.02185	0.02185
0.00225	0.01305	0.0114	2.7026e-13	1.3358	2.5002e-11	0.94438	2.6592e-12	0.02185	0.02185
0.00165	0.0013	0.00015	1.5852e-14	1.864	1.2532e-11	-Inf	1.1147e-12	0.02185	0.00185
0.0019	0.00745	0.00435	1.3079e-13	1.6391	1.2104e-11	0.76046	3.1571e-12	0.00185	0.02185
